class_code,college_name,department_name,course_name,professor,class_time,class_type,class_room,class_time_number
EBM3096-41,생명공학대학,바이오메카트로닉스학과,"VR프로그래밍실습
Experimental VR Programming",김형건,"월17:00-17:50【62157B】,월18:00-18:50【62157B】",일반수업,62157,"1_17001750, 1_18001850"
EBM3099-41,생명공학대학,바이오메카트로닉스학과,"회로이론
Engineering Circuit Analysis",김우창,"금18:00-19:15【61209】,금19:30-20:45【61209】",일반수업,61209,"5_18001915, 5_19302045"
FBT3068-41,생명공학대학,바이오메카트로닉스학과,"바이오제품개발학
Bio-product development",김관배,"금09:00-10:15【61208】,금10:30-11:45【61208】",일반수업,61208,"5_09001015, 5_10301145"
EBM3066-41,생명공학대학,바이오메카트로닉스학과,"바이오-시스템설계
Design of Bio-System",이재윤,"금09:00-09:50【61209】,금10:00-10:50【61209】",일반수업,61209,"5_09000950, 5_10001050"
EBM3067-41,생명공학대학,바이오메카트로닉스학과,"바이오-시스템설계실습
Experimental design of Bio-System",이재윤,"금11:00-11:50【61209】,금12:00-12:50【61209】",일반수업,61209,"5_11001150, 5_12001250"
EBM3074-41,생명공학대학,바이오메카트로닉스학과,"심혈관생체역학
Cardiovascular Biomechanics",김형건,"화12:00-13:15【61209】,목13:30-14:45【61209】",일반수업,61209,"2_12001315, 4_13301445"
EBM3090-41,생명공학대학,바이오메카트로닉스학과,"자동제어
Automatic Control",신기영,"목18:00-19:15【62157B】,목19:30-20:45【62157B】",일반수업,62157,"4_18001915, 4_19302045"
EBM3095-41,생명공학대학,바이오메카트로닉스학과,"VR프로그래밍
VR Programming",김형건,"월15:00-15:50【62157B】,월16:00-16:50【62157B】",일반수업,62157,"1_15001550, 1_16001650"
EBM3096-41,생명공학대학,바이오메카트로닉스학과,"VR프로그래밍실습
Experimental VR Programming",김형건,"월17:00-17:50【62157B】,월18:00-18:50【62157B】",일반수업,62157,"1_17001750, 1_18001850"
EBM3099-41,생명공학대학,바이오메카트로닉스학과,"회로이론
Engineering Circuit Analysis",김우창,"금18:00-19:15【61209】,금19:30-20:45【61209】",일반수업,61209,"5_18001915, 5_19302045"
FBT3068-41,생명공학대학,바이오메카트로닉스학과,"바이오제품개발학
Bio-product development",김관배,"금09:00-10:15【61208】,금10:30-11:45【61208】",일반수업,61208,"5_09001015, 5_10301145"
FBT3019-41,생명공학대학,생명산업공학전공,"식품화학
Food Chemistry",이재환,"월09:00-10:15【61208】,수10:30-11:45【61208】",일반수업,61208,"1_09001015, 3_10301145"
BBC3003-41,생명공학대학,식품생명공학과,"차세대바이오헬스캡스톤디자인
Bio-health Capstone Design",송민경,"수18:00-19:15【62355】,수19:30-20:45【62355】",일반수업,62355,"3_18001915, 3_19302045"
FBT2016-41,생명공학대학,식품생명공학과,"식품위생학
Food Hygiene",조유란,"금12:00-13:15【61208】,금13:30-14:45【61208】",일반수업,61208,"5_12001315, 5_13301445"
FBT2027-41,생명공학대학,식품생명공학과,"식품가공학1
Food Processing 1",김승욱,"화16:30-17:45【61306】,목15:00-16:15【61306】",일반수업,61306,"2_16301745, 4_15001615"
FBT2037-41,생명공학대학,식품생명공학과,"식품생화학및분자생물학실험
Food Biochemistry and Molecular Biology Laboratory",박계원,"목18:00-18:50【61255】,목19:00-19:50【61255】,목20:00-20:50【61255】,목21:00-21:45【61255】",일반수업,61255,"4_18001850, 4_19001950, 4_20002050, 4_21002145"
FBT2039-41,생명공학대학,식품생명공학과,"식품생화학
Food Biochemistry",박계원,"월15:00-16:15【61208】,수16:30-17:45【61208】",일반수업,61208,"1_15001615, 3_16301745"
FBT3017-41,생명공학대학,식품생명공학과,"식품면역학
Food Immunology",박계원,"금18:00-19:15【61208】,금19:30-20:45【61208】",일반수업,61208,"5_18001915, 5_19302045"
FBT3019-41,생명공학대학,식품생명공학과,"식품화학
Food Chemistry",이재환,"월09:00-10:15【61208】,수10:30-11:45【61208】",일반수업,61208,"1_09001015, 3_10301145"
FBT3020-41,생명공학대학,식품생명공학과,"식품화학실험
Laboratory for Food Chemistry",이재환,"수18:00-18:50【61255】,수19:00-19:50【61255】,수20:00-20:50【61255】,수21:00-21:45【61255】",일반수업,61255,"3_18001850, 3_19001950, 3_20002050, 3_21002145"
FBT3068-41,생명공학대학,식품생명공학과,"바이오제품개발학
Bio-product development",김관배,"금09:00-10:15【61208】,금10:30-11:45【61208】",일반수업,61208,"5_09001015, 5_10301145"
FBT3069-41,생명공학대학,식품생명공학과,"식품감성학
Food sensibility",이재환,"목09:00-10:15【61208】,목10:30-11:45【61208】",일반수업,61208,"4_09001015, 4_10301145"
FBT2039-41,생명공학대학,식품생명공학과,"식품생화학
Food Biochemistry",박계원,"월15:00-16:15【61208】,수16:30-17:45【61208】",일반수업,61208,"1_15001615, 3_16301745"
FBT3017-41,생명공학대학,식품생명공학과,"식품면역학
Food Immunology",박계원,"금18:00-19:15【61208】,금19:30-20:45【61208】",일반수업,61208,"5_18001915, 5_19302045"
FBT3019-41,생명공학대학,식품생명공학과,"식품화학
Food Chemistry",이재환,"월09:00-10:15【61208】,수10:30-11:45【61208】",일반수업,61208,"1_09001015, 3_10301145"
FBT3020-41,생명공학대학,식품생명공학과,"식품화학실험
Laboratory for Food Chemistry",이재환,"수18:00-18:50【61255】,수19:00-19:50【61255】,수20:00-20:50【61255】,수21:00-21:45【61255】",일반수업,61255,"3_18001850, 3_19001950, 3_20002050, 3_21002145"
FBT3023-41,생명공학대학,식품생명공학과,"인체영양학
Human Nutrition",허진희,"월10:30-11:45【61208】,수09:00-10:15【62157B】",국제어수업,61208,"1_10301145, 3_09001015"
FBT3049-41,생명공학대학,식품생명공학과,"식품포장학
Food Packaging",유영선,"월18:00-19:15【61208】,월19:30-20:45【61208】",일반수업,61208,"1_18001915, 1_19302045"
FBT3068-41,생명공학대학,식품생명공학과,"바이오제품개발학
Bio-product development",김관배,"금09:00-10:15【61208】,금10:30-11:45【61208】",일반수업,61208,"5_09001015, 5_10301145"
FBT3069-41,생명공학대학,식품생명공학과,"식품감성학
Food sensibility",이재환,"목09:00-10:15【61208】,목10:30-11:45【61208】",일반수업,61208,"4_09001015, 4_10301145"
FBT3072-41,생명공학대학,식품생명공학과,"미생물생명공학
Microbial biotechnology",윤정훈,"월16:30-17:45【61208】,수15:00-16:15【61208】",일반수업,61208,"1_16301745, 3_15001615"
FBT4026-41,생명공학대학,식품생명공학과,"식품임상영양역학
Clinical and Nutritional Epidemiology",허진희,"수12:00-13:15【61306】,수13:30-14:45【61306】",국제어수업,61306,"3_12001315, 3_13301445"
FBT3019-41,생명공학대학,식품생명공학과,"식품화학
Food Chemistry",이재환,"월09:00-10:15【61208】,수10:30-11:45【61208】",일반수업,61208,"1_09001015, 3_10301145"
FBT3020-41,생명공학대학,식품생명공학과,"식품화학실험
Laboratory for Food Chemistry",이재환,"수18:00-18:50【61255】,수19:00-19:50【61255】,수20:00-20:50【61255】,수21:00-21:45【61255】",일반수업,61255,"3_18001850, 3_19001950, 3_20002050, 3_21002145"
FBT3023-41,생명공학대학,식품생명공학과,"인체영양학
Human Nutrition",허진희,"월10:30-11:45【61208】,수09:00-10:15【62157B】",국제어수업,61208,"1_10301145, 3_09001015"
FBT3049-41,생명공학대학,식품생명공학과,"식품포장학
Food Packaging",유영선,"월18:00-19:15【61208】,월19:30-20:45【61208】",일반수업,61208,"1_18001915, 1_19302045"
FBT3068-41,생명공학대학,식품생명공학과,"바이오제품개발학
Bio-product development",김관배,"금09:00-10:15【61208】,금10:30-11:45【61208】",일반수업,61208,"5_09001015, 5_10301145"
FBT3069-41,생명공학대학,식품생명공학과,"식품감성학
Food sensibility",이재환,"목09:00-10:15【61208】,목10:30-11:45【61208】",일반수업,61208,"4_09001015, 4_10301145"
FBT3072-41,생명공학대학,식품생명공학과,"미생물생명공학
Microbial biotechnology",윤정훈,"월16:30-17:45【61208】,수15:00-16:15【61208】",일반수업,61208,"1_16301745, 3_15001615"
FBT4026-41,생명공학대학,식품생명공학과,"식품임상영양역학
Clinical and Nutritional Epidemiology",허진희,"수12:00-13:15【61306】,수13:30-14:45【61306】",국제어수업,61306,"3_12001315, 3_13301445"
FBT3019-41,생명공학대학,식품생명공학과,"식품화학
Food Chemistry",이재환,"월09:00-10:15【61208】,수10:30-11:45【61208】",일반수업,61208,"1_09001015, 3_10301145"
FBT3020-41,생명공학대학,식품생명공학과,"식품화학실험
Laboratory for Food Chemistry",이재환,"수18:00-18:50【61255】,수19:00-19:50【61255】,수20:00-20:50【61255】,수21:00-21:45【61255】",일반수업,61255,"3_18001850, 3_19001950, 3_20002050, 3_21002145"
FBT3023-41,생명공학대학,식품생명공학과,"인체영양학
Human Nutrition",허진희,"월10:30-11:45【61208】,수09:00-10:15【62157B】",국제어수업,61208,"1_10301145, 3_09001015"
FBT3049-41,생명공학대학,식품생명공학과,"식품포장학
Food Packaging",유영선,"월18:00-19:15【61208】,월19:30-20:45【61208】",일반수업,61208,"1_18001915, 1_19302045"
FBT3068-41,생명공학대학,식품생명공학과,"바이오제품개발학
Bio-product development",김관배,"금09:00-10:15【61208】,금10:30-11:45【61208】",일반수업,61208,"5_09001015, 5_10301145"
FBT3069-41,생명공학대학,식품생명공학과,"식품감성학
Food sensibility",이재환,"목09:00-10:15【61208】,목10:30-11:45【61208】",일반수업,61208,"4_09001015, 4_10301145"
FBT3072-41,생명공학대학,식품생명공학과,"미생물생명공학
Microbial biotechnology",윤정훈,"월16:30-17:45【61208】,수15:00-16:15【61208】",일반수업,61208,"1_16301745, 3_15001615"
FBT4026-41,생명공학대학,식품생명공학과,"식품임상영양역학
Clinical and Nutritional Epidemiology",허진희,"수12:00-13:15【61306】,수13:30-14:45【61306】",국제어수업,61306,"3_12001315, 3_13301445"
FBT3019-41,생명공학대학,식품생명공학과,"식품화학
Food Chemistry",이재환,"월09:00-10:15【61208】,수10:30-11:45【61208】",일반수업,61208,"1_09001015, 3_10301145"
FBT3020-41,생명공학대학,식품생명공학과,"식품화학실험
Laboratory for Food Chemistry",이재환,"수18:00-18:50【61255】,수19:00-19:50【61255】,수20:00-20:50【61255】,수21:00-21:45【61255】",일반수업,61255,"3_18001850, 3_19001950, 3_20002050, 3_21002145"
FBT3023-41,생명공학대학,식품생명공학과,"인체영양학
Human Nutrition",허진희,"월10:30-11:45【61208】,수09:00-10:15【62157B】",국제어수업,61208,"1_10301145, 3_09001015"
FBT3049-41,생명공학대학,식품생명공학과,"식품포장학
Food Packaging",유영선,"월18:00-19:15【61208】,월19:30-20:45【61208】",일반수업,61208,"1_18001915, 1_19302045"
FBT3068-41,생명공학대학,식품생명공학과,"바이오제품개발학
Bio-product development",김관배,"금09:00-10:15【61208】,금10:30-11:45【61208】",일반수업,61208,"5_09001015, 5_10301145"
FBT3069-41,생명공학대학,식품생명공학과,"식품감성학
Food sensibility",이재환,"목09:00-10:15【61208】,목10:30-11:45【61208】",일반수업,61208,"4_09001015, 4_10301145"
FBT3072-41,생명공학대학,식품생명공학과,"미생물생명공학
Microbial biotechnology",윤정훈,"월16:30-17:45【61208】,수15:00-16:15【61208】",일반수업,61208,"1_16301745, 3_15001615"
FBT4026-41,생명공학대학,식품생명공학과,"식품임상영양역학
Clinical and Nutritional Epidemiology",허진희,"수12:00-13:15【61306】,수13:30-14:45【61306】",국제어수업,61306,"3_12001315, 3_13301445"
FBT3019-41,생명공학대학,식품생명공학과,"식품화학
Food Chemistry",이재환,"월09:00-10:15【61208】,수10:30-11:45【61208】",일반수업,61208,"1_09001015, 3_10301145"
FBT3020-41,생명공학대학,식품생명공학과,"식품화학실험
Laboratory for Food Chemistry",이재환,"수18:00-18:50【61255】,수19:00-19:50【61255】,수20:00-20:50【61255】,수21:00-21:45【61255】",일반수업,61255,"3_18001850, 3_19001950, 3_20002050, 3_21002145"
FBT3023-41,생명공학대학,식품생명공학과,"인체영양학
Human Nutrition",허진희,"월10:30-11:45【61208】,수09:00-10:15【62157B】",국제어수업,61208,"1_10301145, 3_09001015"
FBT3049-41,생명공학대학,식품생명공학과,"식품포장학
Food Packaging",유영선,"월18:00-19:15【61208】,월19:30-20:45【61208】",일반수업,61208,"1_18001915, 1_19302045"
FBT3068-41,생명공학대학,식품생명공학과,"바이오제품개발학
Bio-product development",김관배,"금09:00-10:15【61208】,금10:30-11:45【61208】",일반수업,61208,"5_09001015, 5_10301145"
FBT3069-41,생명공학대학,식품생명공학과,"식품감성학
Food sensibility",이재환,"목09:00-10:15【61208】,목10:30-11:45【61208】",일반수업,61208,"4_09001015, 4_10301145"
FBT3072-41,생명공학대학,식품생명공학과,"미생물생명공학
Microbial biotechnology",윤정훈,"월16:30-17:45【61208】,수15:00-16:15【61208】",일반수업,61208,"1_16301745, 3_15001615"
FBT4026-41,생명공학대학,식품생명공학과,"식품임상영양역학
Clinical and Nutritional Epidemiology",허진희,"수12:00-13:15【61306】,수13:30-14:45【61306】",국제어수업,61306,"3_12001315, 3_13301445"
FBT3019-41,생명공학대학,식품생명공학과,"식품화학
Food Chemistry",이재환,"월09:00-10:15【61208】,수10:30-11:45【61208】",일반수업,61208,"1_09001015, 3_10301145"
FBT3020-41,생명공학대학,식품생명공학과,"식품화학실험
Laboratory for Food Chemistry",이재환,"수18:00-18:50【61255】,수19:00-19:50【61255】,수20:00-20:50【61255】,수21:00-21:45【61255】",일반수업,61255,"3_18001850, 3_19001950, 3_20002050, 3_21002145"
FBT3023-41,생명공학대학,식품생명공학과,"인체영양학
Human Nutrition",허진희,"월10:30-11:45【61208】,수09:00-10:15【62157B】",국제어수업,61208,"1_10301145, 3_09001015"
FBT3049-41,생명공학대학,식품생명공학과,"식품포장학
Food Packaging",유영선,"월18:00-19:15【61208】,월19:30-20:45【61208】",일반수업,61208,"1_18001915, 1_19302045"
FBT3068-41,생명공학대학,식품생명공학과,"바이오제품개발학
Bio-product development",김관배,"금09:00-10:15【61208】,금10:30-11:45【61208】",일반수업,61208,"5_09001015, 5_10301145"
FBT3069-41,생명공학대학,식품생명공학과,"식품감성학
Food sensibility",이재환,"목09:00-10:15【61208】,목10:30-11:45【61208】",일반수업,61208,"4_09001015, 4_10301145"
FBT3072-41,생명공학대학,식품생명공학과,"미생물생명공학
Microbial biotechnology",윤정훈,"월16:30-17:45【61208】,수15:00-16:15【61208】",일반수업,61208,"1_16301745, 3_15001615"
FBT4026-41,생명공학대학,식품생명공학과,"식품임상영양역학
Clinical and Nutritional Epidemiology",허진희,"수12:00-13:15【61306】,수13:30-14:45【61306】",국제어수업,61306,"3_12001315, 3_13301445"
FBT3019-41,생명공학대학,식품생명공학과,"식품화학
Food Chemistry",이재환,"월09:00-10:15【61208】,수10:30-11:45【61208】",일반수업,61208,"1_09001015, 3_10301145"
FBT3020-41,생명공학대학,식품생명공학과,"식품화학실험
Laboratory for Food Chemistry",이재환,"수18:00-18:50【61255】,수19:00-19:50【61255】,수20:00-20:50【61255】,수21:00-21:45【61255】",일반수업,61255,"3_18001850, 3_19001950, 3_20002050, 3_21002145"
FBT3023-41,생명공학대학,식품생명공학과,"인체영양학
Human Nutrition",허진희,"월10:30-11:45【61208】,수09:00-10:15【62157B】",국제어수업,61208,"1_10301145, 3_09001015"
FBT3049-41,생명공학대학,식품생명공학과,"식품포장학
Food Packaging",유영선,"월18:00-19:15【61208】,월19:30-20:45【61208】",일반수업,61208,"1_18001915, 1_19302045"
FBT3068-41,생명공학대학,식품생명공학과,"바이오제품개발학
Bio-product development",김관배,"금09:00-10:15【61208】,금10:30-11:45【61208】",일반수업,61208,"5_09001015, 5_10301145"
FBT3069-41,생명공학대학,식품생명공학과,"식품감성학
Food sensibility",이재환,"목09:00-10:15【61208】,목10:30-11:45【61208】",일반수업,61208,"4_09001015, 4_10301145"
FBT3072-41,생명공학대학,식품생명공학과,"미생물생명공학
Microbial biotechnology",윤정훈,"월16:30-17:45【61208】,수15:00-16:15【61208】",일반수업,61208,"1_16301745, 3_15001615"
FBT4026-41,생명공학대학,식품생명공학과,"식품임상영양역학
Clinical and Nutritional Epidemiology",허진희,"수12:00-13:15【61306】,수13:30-14:45【61306】",국제어수업,61306,"3_12001315, 3_13301445"
FBT3019-41,생명공학대학,식품생명공학과,"식품화학
Food Chemistry",이재환,"월09:00-10:15【61208】,수10:30-11:45【61208】",일반수업,61208,"1_09001015, 3_10301145"
FBT3020-41,생명공학대학,식품생명공학과,"식품화학실험
Laboratory for Food Chemistry",이재환,"수18:00-18:50【61255】,수19:00-19:50【61255】,수20:00-20:50【61255】,수21:00-21:45【61255】",일반수업,61255,"3_18001850, 3_19001950, 3_20002050, 3_21002145"
FBT3023-41,생명공학대학,식품생명공학과,"인체영양학
Human Nutrition",허진희,"월10:30-11:45【61208】,수09:00-10:15【62157B】",국제어수업,61208,"1_10301145, 3_09001015"
FBT3049-41,생명공학대학,식품생명공학과,"식품포장학
Food Packaging",유영선,"월18:00-19:15【61208】,월19:30-20:45【61208】",일반수업,61208,"1_18001915, 1_19302045"
FBT3068-41,생명공학대학,식품생명공학과,"바이오제품개발학
Bio-product development",김관배,"금09:00-10:15【61208】,금10:30-11:45【61208】",일반수업,61208,"5_09001015, 5_10301145"
FBT3069-41,생명공학대학,식품생명공학과,"식품감성학
Food sensibility",이재환,"목09:00-10:15【61208】,목10:30-11:45【61208】",일반수업,61208,"4_09001015, 4_10301145"
FBT3072-41,생명공학대학,식품생명공학과,"미생물생명공학
Microbial biotechnology",윤정훈,"월16:30-17:45【61208】,수15:00-16:15【61208】",일반수업,61208,"1_16301745, 3_15001615"
FBT4026-41,생명공학대학,식품생명공학과,"식품임상영양역학
Clinical and Nutritional Epidemiology",허진희,"수12:00-13:15【61306】,수13:30-14:45【61306】",국제어수업,61306,"3_12001315, 3_13301445"
FBT3019-41,생명공학대학,식품생명공학과,"식품화학
Food Chemistry",이재환,"월09:00-10:15【61208】,수10:30-11:45【61208】",일반수업,61208,"1_09001015, 3_10301145"
FBT3020-41,생명공학대학,식품생명공학과,"식품화학실험
Laboratory for Food Chemistry",이재환,"수18:00-18:50【61255】,수19:00-19:50【61255】,수20:00-20:50【61255】,수21:00-21:45【61255】",일반수업,61255,"3_18001850, 3_19001950, 3_20002050, 3_21002145"
FBT3023-41,생명공학대학,식품생명공학과,"인체영양학
Human Nutrition",허진희,"월10:30-11:45【61208】,수09:00-10:15【62157B】",국제어수업,61208,"1_10301145, 3_09001015"
FBT3049-41,생명공학대학,식품생명공학과,"식품포장학
Food Packaging",유영선,"월18:00-19:15【61208】,월19:30-20:45【61208】",일반수업,61208,"1_18001915, 1_19302045"
FBT3068-41,생명공학대학,식품생명공학과,"바이오제품개발학
Bio-product development",김관배,"금09:00-10:15【61208】,금10:30-11:45【61208】",일반수업,61208,"5_09001015, 5_10301145"
FBT3069-41,생명공학대학,식품생명공학과,"식품감성학
Food sensibility",이재환,"목09:00-10:15【61208】,목10:30-11:45【61208】",일반수업,61208,"4_09001015, 4_10301145"
FBT3072-41,생명공학대학,식품생명공학과,"미생물생명공학
Microbial biotechnology",윤정훈,"월16:30-17:45【61208】,수15:00-16:15【61208】",일반수업,61208,"1_16301745, 3_15001615"
FBT4026-41,생명공학대학,식품생명공학과,"식품임상영양역학
Clinical and Nutritional Epidemiology",허진희,"수12:00-13:15【61306】,수13:30-14:45【61306】",국제어수업,61306,"3_12001315, 3_13301445"
FBT3019-41,생명공학대학,식품생명공학과,"식품화학
Food Chemistry",이재환,"월09:00-10:15【61208】,수10:30-11:45【61208】",일반수업,61208,"1_09001015, 3_10301145"
FBT3020-41,생명공학대학,식품생명공학과,"식품화학실험
Laboratory for Food Chemistry",이재환,"수18:00-18:50【61255】,수19:00-19:50【61255】,수20:00-20:50【61255】,수21:00-21:45【61255】",일반수업,61255,"3_18001850, 3_19001950, 3_20002050, 3_21002145"
FBT3023-41,생명공학대학,식품생명공학과,"인체영양학
Human Nutrition",허진희,"월10:30-11:45【61208】,수09:00-10:15【62157B】",국제어수업,61208,"1_10301145, 3_09001015"
FBT3049-41,생명공학대학,식품생명공학과,"식품포장학
Food Packaging",유영선,"월18:00-19:15【61208】,월19:30-20:45【61208】",일반수업,61208,"1_18001915, 1_19302045"
FBT3068-41,생명공학대학,식품생명공학과,"바이오제품개발학
Bio-product development",김관배,"금09:00-10:15【61208】,금10:30-11:45【61208】",일반수업,61208,"5_09001015, 5_10301145"
FBT3069-41,생명공학대학,식품생명공학과,"식품감성학
Food sensibility",이재환,"목09:00-10:15【61208】,목10:30-11:45【61208】",일반수업,61208,"4_09001015, 4_10301145"
FBT3072-41,생명공학대학,식품생명공학과,"미생물생명공학
Microbial biotechnology",윤정훈,"월16:30-17:45【61208】,수15:00-16:15【61208】",일반수업,61208,"1_16301745, 3_15001615"
FBT4026-41,생명공학대학,식품생명공학과,"식품임상영양역학
Clinical and Nutritional Epidemiology",허진희,"수12:00-13:15【61306】,수13:30-14:45【61306】",국제어수업,61306,"3_12001315, 3_13301445"
FBT3019-41,생명공학대학,식품생명공학과,"식품화학
Food Chemistry",이재환,"월09:00-10:15【61208】,수10:30-11:45【61208】",일반수업,61208,"1_09001015, 3_10301145"
FBT3020-41,생명공학대학,식품생명공학과,"식품화학실험
Laboratory for Food Chemistry",이재환,"수18:00-18:50【61255】,수19:00-19:50【61255】,수20:00-20:50【61255】,수21:00-21:45【61255】",일반수업,61255,"3_18001850, 3_19001950, 3_20002050, 3_21002145"
FBT3023-41,생명공학대학,식품생명공학과,"인체영양학
Human Nutrition",허진희,"월10:30-11:45【61208】,수09:00-10:15【62157B】",국제어수업,61208,"1_10301145, 3_09001015"
FBT3049-41,생명공학대학,식품생명공학과,"식품포장학
Food Packaging",유영선,"월18:00-19:15【61208】,월19:30-20:45【61208】",일반수업,61208,"1_18001915, 1_19302045"
FBT3068-41,생명공학대학,식품생명공학과,"바이오제품개발학
Bio-product development",김관배,"금09:00-10:15【61208】,금10:30-11:45【61208】",일반수업,61208,"5_09001015, 5_10301145"
FBT3069-41,생명공학대학,식품생명공학과,"식품감성학
Food sensibility",이재환,"목09:00-10:15【61208】,목10:30-11:45【61208】",일반수업,61208,"4_09001015, 4_10301145"
FBT3072-41,생명공학대학,식품생명공학과,"미생물생명공학
Microbial biotechnology",윤정훈,"월16:30-17:45【61208】,수15:00-16:15【61208】",일반수업,61208,"1_16301745, 3_15001615"
FBT4026-41,생명공학대학,식품생명공학과,"식품임상영양역학
Clinical and Nutritional Epidemiology",허진희,"수12:00-13:15【61306】,수13:30-14:45【61306】",국제어수업,61306,"3_12001315, 3_13301445"
FBT3019-41,생명공학대학,식품생명공학과,"식품화학
Food Chemistry",이재환,"월09:00-10:15【61208】,수10:30-11:45【61208】",일반수업,61208,"1_09001015, 3_10301145"
FBT3020-41,생명공학대학,식품생명공학과,"식품화학실험
Laboratory for Food Chemistry",이재환,"수18:00-18:50【61255】,수19:00-19:50【61255】,수20:00-20:50【61255】,수21:00-21:45【61255】",일반수업,61255,"3_18001850, 3_19001950, 3_20002050, 3_21002145"
FBT3023-41,생명공학대학,식품생명공학과,"인체영양학
Human Nutrition",허진희,"월10:30-11:45【61208】,수09:00-10:15【62157B】",국제어수업,61208,"1_10301145, 3_09001015"
FBT3049-41,생명공학대학,식품생명공학과,"식품포장학
Food Packaging",유영선,"월18:00-19:15【61208】,월19:30-20:45【61208】",일반수업,61208,"1_18001915, 1_19302045"
FBT3068-41,생명공학대학,식품생명공학과,"바이오제품개발학
Bio-product development",김관배,"금09:00-10:15【61208】,금10:30-11:45【61208】",일반수업,61208,"5_09001015, 5_10301145"
FBT3069-41,생명공학대학,식품생명공학과,"식품감성학
Food sensibility",이재환,"목09:00-10:15【61208】,목10:30-11:45【61208】",일반수업,61208,"4_09001015, 4_10301145"
FBT3072-41,생명공학대학,식품생명공학과,"미생물생명공학
Microbial biotechnology",윤정훈,"월16:30-17:45【61208】,수15:00-16:15【61208】",일반수업,61208,"1_16301745, 3_15001615"
FBT4026-41,생명공학대학,식품생명공학과,"식품임상영양역학
Clinical and Nutritional Epidemiology",허진희,"수12:00-13:15【61306】,수13:30-14:45【61306】",국제어수업,61306,"3_12001315, 3_13301445"
FBT3019-41,생명공학대학,식품생명공학과,"식품화학
Food Chemistry",이재환,"월09:00-10:15【61208】,수10:30-11:45【61208】",일반수업,61208,"1_09001015, 3_10301145"
FBT3020-41,생명공학대학,식품생명공학과,"식품화학실험
Laboratory for Food Chemistry",이재환,"수18:00-18:50【61255】,수19:00-19:50【61255】,수20:00-20:50【61255】,수21:00-21:45【61255】",일반수업,61255,"3_18001850, 3_19001950, 3_20002050, 3_21002145"
FBT3023-41,생명공학대학,식품생명공학과,"인체영양학
Human Nutrition",허진희,"월10:30-11:45【61208】,수09:00-10:15【62157B】",국제어수업,61208,"1_10301145, 3_09001015"
FBT3049-41,생명공학대학,식품생명공학과,"식품포장학
Food Packaging",유영선,"월18:00-19:15【61208】,월19:30-20:45【61208】",일반수업,61208,"1_18001915, 1_19302045"
FBT3068-41,생명공학대학,식품생명공학과,"바이오제품개발학
Bio-product development",김관배,"금09:00-10:15【61208】,금10:30-11:45【61208】",일반수업,61208,"5_09001015, 5_10301145"
FBT3069-41,생명공학대학,식품생명공학과,"식품감성학
Food sensibility",이재환,"목09:00-10:15【61208】,목10:30-11:45【61208】",일반수업,61208,"4_09001015, 4_10301145"
FBT3072-41,생명공학대학,식품생명공학과,"미생물생명공학
Microbial biotechnology",윤정훈,"월16:30-17:45【61208】,수15:00-16:15【61208】",일반수업,61208,"1_16301745, 3_15001615"
FBT4026-41,생명공학대학,식품생명공학과,"식품임상영양역학
Clinical and Nutritional Epidemiology",허진희,"수12:00-13:15【61306】,수13:30-14:45【61306】",국제어수업,61306,"3_12001315, 3_13301445"
FBT3019-41,생명공학대학,식품생명공학과,"식품화학
Food Chemistry",이재환,"월09:00-10:15【61208】,수10:30-11:45【61208】",일반수업,61208,"1_09001015, 3_10301145"
FBT3020-41,생명공학대학,식품생명공학과,"식품화학실험
Laboratory for Food Chemistry",이재환,"수18:00-18:50【61255】,수19:00-19:50【61255】,수20:00-20:50【61255】,수21:00-21:45【61255】",일반수업,61255,"3_18001850, 3_19001950, 3_20002050, 3_21002145"
FBT3023-41,생명공학대학,식품생명공학과,"인체영양학
Human Nutrition",허진희,"월10:30-11:45【61208】,수09:00-10:15【62157B】",국제어수업,61208,"1_10301145, 3_09001015"
FBT3049-41,생명공학대학,식품생명공학과,"식품포장학
Food Packaging",유영선,"월18:00-19:15【61208】,월19:30-20:45【61208】",일반수업,61208,"1_18001915, 1_19302045"
FBT3068-41,생명공학대학,식품생명공학과,"바이오제품개발학
Bio-product development",김관배,"금09:00-10:15【61208】,금10:30-11:45【61208】",일반수업,61208,"5_09001015, 5_10301145"
FBT3069-41,생명공학대학,식품생명공학과,"식품감성학
Food sensibility",이재환,"목09:00-10:15【61208】,목10:30-11:45【61208】",일반수업,61208,"4_09001015, 4_10301145"
FBT3072-41,생명공학대학,식품생명공학과,"미생물생명공학
Microbial biotechnology",윤정훈,"월16:30-17:45【61208】,수15:00-16:15【61208】",일반수업,61208,"1_16301745, 3_15001615"
FBT4026-41,생명공학대학,식품생명공학과,"식품임상영양역학
Clinical and Nutritional Epidemiology",허진희,"수12:00-13:15【61306】,수13:30-14:45【61306】",국제어수업,61306,"3_12001315, 3_13301445"
FBT3019-41,생명공학대학,식품생명공학과,"식품화학
Food Chemistry",이재환,"월09:00-10:15【61208】,수10:30-11:45【61208】",일반수업,61208,"1_09001015, 3_10301145"
FBT3020-41,생명공학대학,식품생명공학과,"식품화학실험
Laboratory for Food Chemistry",이재환,"수18:00-18:50【61255】,수19:00-19:50【61255】,수20:00-20:50【61255】,수21:00-21:45【61255】",일반수업,61255,"3_18001850, 3_19001950, 3_20002050, 3_21002145"
